head	rel	tail
Q851	P47	Q805
Q35	P530	Q40
Q801	P36	Q1218
Q414	P530	Q865
Q408	P530	Q881
Q889	P530	Q865
Q36704	P47	Q222
Q1781	P190	Q1741
Q924	P530	Q851
Q754	P17	Q754
Q212	P530	Q236
Q727	P190	Q340
Q884	P530	Q928
Q865	P530	Q142
Q1899	P190	Q2044
Q1489	P190	Q1899
Q45	P530	Q414
Q183	P530	Q114
Q30	P530	Q419
Q145	P530	Q668
Q408	P530	Q31
Q414	P530	Q408
Q19660	P190	Q472
Q30	P530	Q736
Q2256	P17	Q174193
Q218	P530	Q38
Q928	P530	Q423
Q408	P530	Q739
Q945	P530	Q30
Q84	P17	Q179876
Q34647	P17	Q258
Q340	P190	Q1953
Q298	P530	Q35
Q155	P150	Q40030
Q77	P530	Q733
Q1400	P150	Q1342
Q649	P17	Q15180
Q419	P47	Q736
Q18336315	P460	Q10989273
Q965	P47	Q117
Q176	P47	Q2023
Q1033	P17	Q1033
Q21077	P127	Q126399
Q1030	P530	Q33
Q8684	P17	Q884
Q408	P530	Q810
Q985	P17	Q183
Q854	P30	Q48
Q233	P530	Q403
Q766	P530	Q29
Q948	P530	Q865
Q40	P530	Q36704
Q230	P530	Q792
Q45	P36	Q597
Q29999	P47	Q717
Q717	P47	Q29999
Q1158906	P460	Q632842
Q865	P36	Q956
Q99	P36	Q18013
Q1953	P190	Q994
Q9129	P17	Q229
Q230	P530	Q1009
Q20	P47	Q33
Q1261	P47	Q829
Q902	P530	Q924
Q833	P530	Q265
Q1757	P17	Q34
Q12892	P190	Q585
Q649	P190	Q1461
Q948	P17	Q948
Q183	P17	Q183
Q229	P530	Q219
Q33	P530	Q408
Q994	P17	Q34266
Q1537	P47	Q1904
Q649	P190	Q1773
Q84	P190	Q8686
Q677037	P47	Q1191
Q668	P530	Q96
Q184	P530	Q414
Q159	P530	Q32
Q17	P530	Q55
Q230	P530	Q664
Q28	P47	Q215
Q403	P530	Q423
Q902	P530	Q142
Q865	P530	Q711
Q17042	P17	Q30
Q843	P530	Q813
Q7521081	P460	Q632842
Q851	P530	Q145
Q902	P530	Q881
Q35	P530	Q114
Q881	P530	Q928
Q84	P190	Q3616
Q1033	P530	Q148
Q191	P530	Q227
Q84	P190	Q1490
Q96	P530	Q38
Q865	P530	Q916
Q1715	P17	Q7318
Q8652	P190	Q1486
Q36	P530	Q38
Q96	P37	Q1321
Q881	P17	Q881
Q809	P17	Q212
Q691	P530	Q801
Q878	P530	Q833
Q843	P530	Q114
Q77	P530	Q865
Q55	P530	Q801
Q8663	P710	Q31
Q34266	P47	Q43287
Q1158906	P460	Q2117521
Q739	P530	Q833
Q865	P530	Q1045
Q865	P530	Q218
Q1445	P36	Q1352
Q13164	P17	Q159
Q11218	P607	Q8740
Q114	P530	Q902
Q232	P530	Q16
Q833	P530	Q17
Q148	P530	Q33
Q865	P530	Q213
Q928	P530	Q414
Q403	P17	Q403
Q32	P47	Q31
Q36	P47	Q184
Q8678	P190	Q1563
Q851	P530	Q858
Q2117521	P460	Q13501137
Q869	P530	Q851
Q148	P530	Q1028
Q750	P530	Q241
Q833	P530	Q46
Q79	P530	Q664
Q35	P530	Q155
Q408	P530	Q39
Q884	P530	Q851
Q736	P530	Q183
Q423	P530	Q36
Q717	P530	Q902
Q1211	P47	Q1553
Q17	P530	Q419
Q843	P530	Q40
Q16	P530	Q889
Q1045	P47	Q114
Q258	P530	Q16
Q33935	P190	Q3711
Q252	P530	Q142
Q928	P530	Q878
Q39	P530	Q184
Q1045	P17	Q1045
Q965	P47	Q1008
Q145	P530	Q114
Q2044	P190	Q1773
Q148	P530	Q45
Q403	P530	Q233
Q1486	P190	Q956
Q16	P530	Q115
Q45	P47	Q29
Q1028	P530	Q148
Q837	P530	Q35
Q912	P47	Q965
Q11223	P159	Q61
Q30	P530	Q668
Q865	P530	Q813
Q858	P17	Q858
Q1553	P47	Q1558
Q956	P190	Q1781
Q16	P150	Q1952
Q801	P530	Q16
Q43	P530	Q212
Q41	P530	Q191
Q833	P530	Q881
Q142	P530	Q414
Q38	P530	Q183
Q2277	P36	Q220
Q11122389	P460	Q475210
Q928	P530	Q30
Q664	P530	Q148
Q77	P17	Q77
Q717	P530	Q96
Q183412	P159	Q84
Q403	P47	Q221
Q424	P530	Q902
Q495	P17	Q38
Q833	P530	Q155
Q813	P530	Q902
Q270	P190	Q33935
Q13501137	P460	Q632842
Q43	P47	Q227
Q117	P530	Q902
Q1509	P47	Q1612
Q1461	P190	Q3130
Q64	P190	Q2807
Q414	P150	Q1486
Q865	P530	Q419
Q16	P150	Q1904
Q43	P530	Q40
Q155	P530	Q159
Q258	P530	Q928
Q230	P530	Q40
Q1489	P190	Q8678
Q298	P17	Q298
Q1718	P190	Q649
Q10989273	P460	Q4925477
Q754	P530	Q241
Q252	P530	Q414
Q790	P37	Q150
Q30	P150	Q1581
Q212	P530	Q30
Q801	P530	Q912
Q1612	P47	Q1494
Q8684	P190	Q3616
Q35	P530	Q31
Q1794	P190	Q2079
Q833	P530	Q33
Q182798	P276	Q84
Q865	P530	Q212
Q766	P530	Q298
Q16	P530	Q423
Q865	P530	Q225
Q33	P36	Q1757
Q220	P190	Q34647
Q865	P530	Q20
Q881	P530	Q833
Q40	P17	Q40
Q664	P530	Q17
Q216	P190	Q172
Q837	P530	Q865
Q252	P530	Q96
Q77	P530	Q750
Q79	P530	Q833
Q30	P150	Q1522
Q994	P17	Q230
Q29	P530	Q36
Q1214	P47	Q1211
Q15180	P17	Q15180
Q4925477	P460	Q2117521
Q854	P530	Q159
Q928	P530	Q843
Q668	P530	Q159
Q437	P190	Q1524
Q956	P190	Q19660
Q212	P530	Q865
Q1439	P47	Q1588
Q865	P530	Q211
Q924	P47	Q974
Q902	P530	Q32
Q2966	P17	Q43287
Q3616	P30	Q48
Q35	P530	Q962
Q1019	P530	Q252
Q229	P530	Q403
Q148	P530	Q928
Q1494	P47	Q1509
Q30	P150	Q1527
Q649	P190	Q727
Q15978631	P460	Q5
Q3093	P17	Q142
Q212	P47	Q36
Q145	P530	Q813
Q114	P47	Q115
Q3372	P47	Q12679
Q30	P530	Q218
Q219	P530	Q902
Q17	P530	Q40
Q270	P190	Q172
Q878	P530	Q403
Q229	P17	Q229
Q16555	P190	Q2079
Q189	P530	Q865
Q727	P190	Q956
Q649	P190	Q216
Q1494	P47	Q1612
Q668	P530	Q145
Q754	P530	Q668
Q28	P530	Q843
Q1183	P937	Q61
Q1033	P530	Q865
Q77	P530	Q45
Q34404	P17	Q30
Q736	P530	Q794
Q8660	P190	Q1297
Q2807	P190	Q649
Q145	P530	Q884
Q38	P530	Q96
Q490	P17	Q172579
Q794	P530	Q258
Q833	P530	Q668
Q414	P47	Q733
Q2079	P17	Q16957
Q77	P530	Q408
Q215	P530	Q159
Q1490	P190	Q90
Q1030	P530	Q159
Q902	P530	Q36
Q230	P530	Q851
Q16	P530	Q39
Q7521081	P460	Q2117521
Q30	P530	Q833
Q298	P530	Q38
Q1522	P47	Q1439
Q212	P30	Q46
Q16	P530	Q928
Q399	P530	Q148
Q24639	P190	Q65
Q33935	P190	Q1781
Q334	P530	Q16
Q184	P530	Q233
Q85	P190	Q60
Q213	P47	Q36
Q1016	P530	Q30
Q39	P530	Q16
Q14346236	P407	Q1321
Q33946	P1365	Q28513
Q1861	P190	Q8686
Q29	P530	Q148
Q145	P530	Q843
Q878	P530	Q16
Q230	P530	Q183
Q3711	P190	Q33935
Q9129	P17	Q230
Q408	P530	Q115
Q1030	P530	Q145
Q43	P530	Q408
Q233	P530	Q843
Q585	P190	Q216
Q858	P47	Q43
Q41	P530	Q211
Q399	P530	Q145
Q45	P530	Q159
Q399	P530	Q79
Q229	P530	Q79
Q227	P47	Q43
Q142	P530	Q40
Q902	P530	Q227
Q258	P530	Q148
Q215	P47	Q28
Q928	P30	Q48
Q902	P530	Q1008
Q1489	P190	Q65
Q96	P150	Q1489
Q1794	P190	Q456
Q813	P47	Q148
Q32	P530	Q881
Q1159009	P460	Q2117521
Q241	P530	Q298
Q1212	P47	Q1974
Q1400	P150	Q1345
Q183	P530	Q212
Q884	P530	Q96
Q17	P530	Q833
Q1989	P47	Q1948
Q801	P47	Q810
Q956	P190	Q8678
Q1489	P190	Q1563
Q1754	P190	Q1899
Q43	P47	Q219
Q711	P530	Q213
Q656	P190	Q1085
Q115	P530	Q403
Q8686	P190	Q656
Q145	P530	Q17
Q96	P530	Q739
Q232	P530	Q668
Q408	P150	Q3206
Q31487	P17	Q28513
Q30	P530	Q851
Q1904	P47	Q176
Q43196	P17	Q30
Q736	P47	Q739
Q878	P530	Q145
Q902	P530	Q145
Q20	P530	Q189
Q222	P530	Q38
Q649	P190	Q84
Q956	P190	Q365
Q183	P47	Q16957
Q39	P530	Q148
Q55	P530	Q408
Q750	P37	Q1321
Q406	P190	Q8678
Q597	P190	Q174
Q38	P530	Q739
Q236	P530	Q215
Q1524	P190	Q340
Q40	P530	Q739
Q9248	P190	Q1899
Q229	P530	Q20
Q2044	P190	Q1953
Q117	P530	Q403
Q35	P530	Q79
Q142	P47	Q31
Q38	P530	Q28
Q212	P530	Q35
Q34	P530	Q43
Q29	P37	Q1321
Q34647	P190	Q956
Q7737	P17	Q232
Q1212	P47	Q1211
Q1492	P190	Q8686
Q948	P530	Q148
Q2868	P190	Q1461
Q225	P47	Q224
Q8686	P190	Q12892
Q159	P530	Q916
Q212	P530	Q43
Q837	P530	Q902
Q836	P530	Q928
Q114	P530	Q668
Q902	P530	Q863
Q33946	P47	Q212
Q399	P530	Q45
Q84	P190	Q60
Q1489	P190	Q2887
Q1762022	P460	Q10989273
Q2003	P47	Q176
Q1055	P190	Q8686
Q252	P530	Q1028
Q211	P47	Q36
Q96	P530	Q884
Q833	P530	Q29
Q40	P530	Q142
Q423	P530	Q183
Q184	P530	Q403
Q213	P30	Q46
Q1159	P17	Q668
Q183	P155	Q43287
Q965	P530	Q35
Q15180	P47	Q33
Q833	P530	Q43
Q792	P17	Q792
Q230	P530	Q252
Q183	P530	Q419
Q32	P17	Q32
Q40	P150	Q1741
Q1707	P17	Q43287
Q64	P190	Q1489
Q142	P530	Q1028
Q35	P36	Q1748
Q64	P190	Q956
Q142	P36	Q90
Q15180	P530	Q16957
Q408	P530	Q41
Q1553	P47	Q1546
Q1524	P190	Q8684
Q77	P530	Q55
Q1156	P190	Q656
Q23482	P190	Q12892
Q148	P150	Q956
Q241	P530	Q16
Q8678	P190	Q1953
Q30	P150	Q1546
Q35	P530	Q717
Q142	P530	Q230
Q4925932	P407	Q188
Q8678	P190	Q1899
Q1974	P47	Q1951
Q41	P17	Q41
Q29999	P47	Q142
Q41	P530	Q810
Q406	P190	Q1486
Q241	P36	Q1563
Q801	P530	Q142
Q948	P530	Q30
Q884	P150	Q8684
Q43	P530	Q115
Q974	P530	Q159
Q408	P530	Q1033
Q414	P530	Q43
Q20	P530	Q403
Q114	P530	Q878
Q159	P150	Q649
Q71	P17	Q142
Q717	P530	Q865
Q456	P190	Q656
Q403	P530	Q115
Q34266	P37	Q809
Q985	P36	Q1022
Q40	P530	Q252
Q863	P47	Q813
Q213	P530	Q711
Q43287	P37	Q188
Q1952	P138	Q22
Q858	P530	Q843
Q41819	P190	Q1715
Q1794	P190	Q172
Q1461	P17	Q928
Q230	P530	Q750
Q1762022	P460	Q2117521
Q456	P17	Q142
Q1492	P190	Q1486
Q2887	P190	Q2807
Q35	P530	Q1028
Q233	P530	Q41
Q3711	P190	Q956
Q902	P530	Q664
Q83286	P1366	Q215
Q33	P530	Q115
Q794	P530	Q822
Q717	P530	Q252
Q801	P530	Q750
Q233	P530	Q1016
Q258	P530	Q854
Q155	P530	Q41
Q1731	P190	Q656
Q813	P530	Q843
Q298	P530	Q145
Q34647	P190	Q84
Q16567	P190	Q1731
Q824	P17	Q30
Q114	P530	Q851
Q801	P530	Q40
Q37	P47	Q211
Q183	P530	Q833
Q64	P190	Q239
Q33935	P190	Q1741
Q924	P530	Q408
Q221	P530	Q213
Q641	P17	Q142
Q1297	P190	Q1718
Q597	P190	Q2807
Q35	P530	Q750
Q32	P530	Q902
Q35	P530	Q217
Q262	P530	Q902
Q794	P530	Q35
Q2044	P190	Q23436
Q85	P190	Q1492
Q17	P530	Q424
Q865	P530	Q424
Q28	P530	Q833
Q1741	P190	Q472
Q34433	P131	Q34217
Q1085	P190	Q1757
Q928	P530	Q96
Q179876	P140	Q9592
Q176	P47	Q724
Q38	P530	Q31
Q2044	P190	Q1899
Q851	P530	Q232
Q65	P190	Q3616
Q117	P530	Q408
Q183	P530	Q717
Q16	P530	Q40
Q183	P150	Q985
Q916	P530	Q801
Q55	P30	Q46
Q854	P530	Q928
Q230	P530	Q31
Q1726	P190	Q1899
Q878	P530	Q928
Q889	P530	Q212
Q230	P530	Q796
Q16	P530	Q717
Q3711	P190	Q1741
Q403	P530	Q801
Q884	P17	Q884
Q717	P47	Q145
Q3224	P190	Q1490
Q8613	P17	Q155
Q212	P47	Q217
Q224	P30	Q46
Q55	P530	Q41
Q1036	P530	Q902
Q956	P190	Q649
Q31	P47	Q142
Q8684	P190	Q1524
Q889	P17	Q889
Q437	P190	Q994
Q222	P47	Q403
Q298	P37	Q1321
Q33	P530	Q833
Q403	P530	Q424
Q668	P530	Q79
Q34266	P17	Q34266
Q8686	P190	Q490
Q881	P361	Q48
Q79854	P17	Q15180
Q176	P47	Q2003
Q954	P530	Q1030
Q1186	P47	Q1445
Q142	P530	Q833
Q219	P17	Q219
Q184	P150	Q2280
Q224	P530	Q20
Q1490	P190	Q956
Q20	P47	Q34
Q8684	P190	Q220
Q408	P2936	Q5287
Q1904	P47	Q1537
Q1794	P190	Q1085
Q183	P530	Q912
Q230	P530	Q916
Q916	P47	Q974
Q884	P530	Q114
Q1757	P190	Q1754
Q1342	P190	Q1435
Q262	P530	Q17
Q117	P530	Q1033
Q155	P47	Q717
Q809	P17	Q232
Q33	P530	Q35
Q213	P530	Q35
Q12703	P47	Q12700
Q945	P530	Q148
Q40	P47	Q214
Q668	P530	Q232
Q34370	P190	Q1731
Q881	P530	Q423
Q406	P190	Q64
Q801	P530	Q159
Q252	P530	Q114
Q2145	P190	Q36312
Q115	P530	Q41
Q159	P530	Q77
Q8678	P190	Q1486
Q794	P36	Q3616
Q191	P530	Q38
Q218	P530	Q39
Q851	P530	Q55
Q423	P530	Q35
Q1605665	P460	Q12788459
Q224	P530	Q902
Q31487	P190	Q2079
Q6602	P17	Q142
Q1605665	P460	Q668885
Q1748	P190	Q1754
Q865	P530	Q189
Q30	P530	Q252
Q1159009	P460	Q18336315
Q403	P530	Q215
Q843	P530	Q403
Q41	P530	Q822
Q739	P47	Q736
Q1781	P190	Q1761
Q48	P47	Q46
Q29	P530	Q17
Q475210	P460	Q830350
Q31487	P190	Q490
Q45	P37	Q5146
Q2634	P190	Q1781
Q878	P47	Q851
Q28513	P36	Q1741
Q1036	P530	Q148
Q2117521	P460	Q1158906
Q865	P530	Q399
Q863	P530	Q403
Q3224	P47	Q36074
Q30	P150	Q1393
Q236	P530	Q183
Q4925932	P460	Q220546
Q79	P530	Q142
Q184	P30	Q46
Q837	P530	Q20
Q60	P150	Q11299
Q60	P190	Q585
Q41	P530	Q142
Q155	P530	Q783
Q142	P47	Q155
Q183	P530	Q1019
Q2256	P190	Q1297
Q403	P530	Q45
Q424	P47	Q881
Q796	P530	Q155
Q96	P530	Q804
Q16	P530	Q232
Q7737	P17	Q159
Q843	P530	Q869
Q804	P47	Q30
Q805	P530	Q145
Q36	P47	Q159
Q656	P17	Q159
Q1041	P530	Q408
Q399	P530	Q219
Q924	P47	Q1036
Q155	P530	Q212
Q30	P150	Q1214
Q29999	P30	Q46
Q865	P530	Q878
Q219	P530	Q142
Q191	P530	Q34
Q406	P190	Q11739
Q1781	P190	Q406
Q16	P530	Q804
Q1509	P17	Q30
Q30	P150	Q1603
Q1524	P190	Q1563
Q21	P17	Q145
Q34647	P190	Q2256
Q668	P530	Q423
Q212	P530	Q45
Q3130	P190	Q1461
Q830350	P460	Q13501137
Q183	P530	Q794
Q809	P17	Q36
Q1899	P190	Q472
Q79	P530	Q43
Q29	P530	Q77
Q33946	P47	Q28
Q865	P530	Q810
Q843	P530	Q218
Q340	P190	Q727
Q159	P530	Q225
Q1489	P190	Q172
Q16	P530	Q114
Q183	P47	Q142
Q96	P530	Q159
Q666578	P407	Q9056
Q222	P530	Q55
Q84	P190	Q585
Q1022	P190	Q85
Q1490	P190	Q649
Q77	P530	Q38
Q399	P530	Q218
Q1085	P17	Q213
Q2277	P37	Q9129
Q1533	P190	Q3616
Q739	P17	Q739
Q1794	P30	Q46
Q1191	P36	Q1156
Q142	P530	Q869
Q801	P47	Q79
Q60	P190	Q1781
Q16554	P131	Q1261
Q225	P530	Q215
Q192334	P17	Q30
Q12788459	P460	Q14647205
Q142	P530	Q881
Q142	P47	Q29999
Q843	P530	Q39
Q865	P530	Q668
Q8663	P710	Q16
Q8652	P190	Q2807
Q215	P47	Q38
Q3130	P190	Q2044
Q142	P47	Q717
Q334	P530	Q423
Q84	P190	Q987
Q8740	P710	Q423
Q790	P530	Q16
Q183	P530	Q962
Q8652	P17	Q30
Q17	P47	Q148
Q1588	P47	Q1612
Q12717	P47	Q12626
Q878	P530	Q810
Q8646	P530	Q668
Q183	P530	Q800
Q232	P530	Q183
Q1166	P47	Q1537
Q114	P530	Q884
Q1748	P190	Q23482
Q649	P190	Q3616
Q159	P530	Q414
Q810	P530	Q41
Q865	P530	Q117
Q30	P530	Q155
Q39	P530	Q227
Q40	P47	Q183
Q414	P530	Q30
Q822	P530	Q96
Q12679	P47	Q3249
Q41	P530	Q265
Q419	P530	Q145
Q1741	P190	Q33935
Q668	P47	Q148
Q1492	P190	Q656
Q96	P530	Q717
Q2807	P190	Q1781
Q1159	P30	Q48
Q229	P530	Q902
Q649	P190	Q1297
Q865	P530	Q954
Q668	P47	Q902
Q1297	P190	Q1353
Q3711	P190	Q987
Q19660	P190	Q649
Q948	P530	Q34
Q739	P530	Q17
Q1085	P190	Q216
Q72	P17	Q39
Q956	P190	Q2807
Q843	P47	Q668
Q399	P530	Q30
Q219	P530	Q148
Q115	P530	Q408
Q865	P530	Q924
Q79	P530	Q38
Q298	P530	Q790
Q35	P530	Q43
Q884	P530	Q77
Q33935	P190	Q490
Q750	P530	Q183
Q148	P530	Q948
Q334	P530	Q869
Q1588	P47	Q1439
Q45	P530	Q77
Q148	P530	Q40
Q472	P190	Q649
Q34370	P190	Q1563
Q2044	P1376	Q172579
Q1989	P47	Q1951
Q30	P150	Q1391
Q423	P47	Q148
Q41	P530	Q148
Q145	P530	Q399
Q916	P530	Q155
Q229	P530	Q865
Q41	P30	Q46
Q221	P530	Q215
Q28	P530	Q159
Q29	P530	Q217
Q8684	P190	Q85
Q1524	P190	Q1297
Q8663	P710	Q928
Q813	P47	Q265
Q1489	P190	Q33935
Q783	P47	Q774
Q1904	P36	Q172
Q3130	P17	Q408
Q221	P47	Q41
Q424	P530	Q30
Q41	P530	Q30
Q35	P530	Q117
Q739	P530	Q668
Q39	P530	Q928
Q183	P47	Q40
Q77	P37	Q1321
Q262	P47	Q1028
Q399	P530	Q212
Q1781	P190	Q174
Q159	P530	Q1016
Q858	P530	Q668
Q1297	P190	Q270
Q17	P361	Q48
Q399	P150	Q1953
Q889	P530	Q43
Q60	P190	Q2807
Q5146	P17	Q29
Q1439	P17	Q30
Q865	P530	Q962
Q33	P530	Q96
Q30	P530	Q854
Q96	P530	Q218
Q365	P17	Q142
Q230	P530	Q889
Q148	P530	Q766
Q35	P530	Q219
Q928	P530	Q869
Q739	P530	Q884
Q241	P530	Q423
Q10989273	P460	Q11122389
Q1489	P190	Q1297
Q252	P530	Q869
Q858	P530	Q833
Q865	P530	Q227
Q1989	P47	Q1212
Q45	P530	Q183
Q1781	P17	Q28
Q865	P530	Q414
Q30	P36	Q60
Q33	P530	Q212
Q30	P530	Q691
Q19660	P190	Q1781
Q9129	P17	Q79
Q183	P530	Q145
Q928	P530	Q145
Q211	P530	Q38
Q1158906	P460	Q18336315
Q7521081	P460	Q1158906
Q36091	P190	Q2887
Q17	P530	Q889
Q142	P530	Q96
Q843	P530	Q262
Q39	P17	Q39
Q148	P530	Q155
Q10989273	P460	Q7521081
Q4925477	P460	Q18336315
Q1899	P190	Q216
Q836	P530	Q142
Q2044	P190	Q1731
Q43380	P17	Q30
Q805	P30	Q48
Q7521081	P460	Q13501137
Q843	P530	Q183
Q796	P17	Q796
Q83286	P1366	Q224
Q1158477	P460	Q1605665
Q1748	P190	Q956
Q11122389	P460	Q1762022
Q865	P530	Q796
Q779	P47	Q1384
Q61	P190	Q1861
Q114	P530	Q865
Q31487	P190	Q1899
Q878	P530	Q159
Q252	P530	Q1019
Q2966	P131	Q985
Q843	P530	Q212
Q218	P530	Q159
Q656	P190	Q216
Q33935	P190	Q1492
Q717	P530	Q77
Q664	P530	Q145
Q183	P530	Q217
Q597	P190	Q1486
Q801	P530	Q1033
Q1537	P47	Q1204
Q1008	P37	Q150
Q32	P30	Q46
Q830350	P460	Q11122389
Q1085	P190	Q2634
Q771	P17	Q30
Q29	P530	Q668
Q30	P150	Q759
Q117	P47	Q965
Q298	P530	Q218
Q456	P190	Q2079
Q994	P190	Q656
Q30	P530	Q1030
Q3711	P17	Q83286
Q31	P47	Q183
Q408	P530	Q211
Q858	P361	Q48
Q142	P530	Q843
Q801	P47	Q229
Q191	P530	Q96
Q114	P530	Q159
Q733	P530	Q865
Q155	P530	Q403
Q1486	P190	Q2634
Q30	P530	Q801
Q1930	P17	Q16
Q822	P47	Q858
Q1731	P190	Q1799
Q1391	P150	Q5092
Q727	P17	Q142
Q585	P190	Q8686
Q30	P530	Q750
Q142	P530	Q258
Q2044	P190	Q3130
Q23556	P17	Q30
Q816	P36	Q16556
Q40	P47	Q213
Q28	P530	Q96
Q298	P530	Q159
Q30	P47	Q804
Q585	P190	Q34370
Q962	P530	Q183
Q851	P530	Q142
Q858	P530	Q399
Q114	P530	Q145
Q4925932	P460	Q2268455
Q33946	P1366	Q213
Q30	P150	Q824
Q1045	P47	Q115
Q1524	P190	Q2044
Q1899	P190	Q1524
Q597	P190	Q1524
Q184	P530	Q794
Q1781	P190	Q60
Q928	P530	Q29
Q754	P530	Q148
Q12652	P47	Q12717
Q65	P190	Q24639
Q258	P530	Q668
Q142	P530	Q403
Q184	P530	Q38
Q889	P530	Q159
Q35	P530	Q218
Q403	P530	Q298
Q35	P530	Q215
Q8686	P190	Q60
Q179248	P17	Q41
Q41	P530	Q399
Q30	P150	Q771
Q189	P530	Q211
Q155	P530	Q423
Q159	P530	Q114
Q1731	P17	Q7318
Q7318	P150	Q1055
Q148	P530	Q1030
Q945	P17	Q945
Q31	P530	Q159
Q270	P190	Q406
Q99	P17	Q30
Q17	P530	Q258
Q30	P530	Q792
Q183	P530	Q711
Q38	P530	Q881
Q38	P530	Q30
Q1489	P190	Q85
Q191	P530	Q298
Q45	P530	Q145
Q1345	P190	Q2044
Q423	P530	Q1019
Q928	P530	Q17
Q183	P530	Q801
Q851	P530	Q902
Q191	P17	Q191
Q230	P530	Q115
Q17	P530	Q794
Q38	P530	Q258
Q145	P530	Q241
Q3711	P190	Q1486
Q159	P530	Q954
Q2793400	P460	Q2093070
Q215	P47	Q40
Q7201446	P460	Q1441346
Q16555	P190	Q85
Q60	P150	Q18419
Q1016	P530	Q148
Q212	P530	Q265
Q230	P530	Q114
Q43	P47	Q230
Q36	P47	Q183
Q8740	P710	Q869
Q35	P530	Q227
Q309331	P17	Q30
Q30	P530	Q189
Q408	P150	Q34366
Q155	P530	Q736
Q159	P530	Q218
Q1563	P17	Q241
Q33	P530	Q865
Q183	P37	Q188
Q1022	P1376	Q985
Q225	P530	Q183
Q928	P530	Q39
Q8678	P190	Q270
Q1445	P47	Q1159
Q889	P47	Q843
Q843	P47	Q148
Q403	P530	Q142
Q490	P190	Q1297
Q1297	P190	Q1899
Q99	P47	Q824
Q656	P190	Q495
Q43	P530	Q863
Q733	P530	Q159
Q34932	P131	Q36074
Q70	P17	Q39
Q490	P17	Q38
Q30	P530	Q43
Q30	P530	Q733
Q36704	P47	Q38
Q406	P190	Q994
Q159	P17	Q159
Q211	P530	Q902
Q1384	P47	Q779
Q1770	P190	Q1707
Q962	P530	Q668
Q414	P17	Q414
Q668885	P460	Q1605665
Q962	P530	Q148
Q16	P530	Q219
Q1435	P190	Q84
Q96	P530	Q408
Q419	P530	Q252
Q37	P530	Q833
Q17	P530	Q45
Q1757	P190	Q585
Q148	P530	Q804
Q2003	P17	Q16
Q945	P37	Q150
Q851	P530	Q833
Q851	P530	Q230
Q1156	P17	Q668
Q28	P530	Q884
Q10989273	P460	Q1159009
Q298	P530	Q41
Q472	P190	Q1741
Q252	P530	Q17
Q865	P530	Q265
Q216	P190	Q437
Q9248	P17	Q227
Q419	P530	Q148
Q668	P36	Q987
Q35	P530	Q664
Q35	P530	Q258
Q28513	P37	Q9067
Q954	P530	Q159
Q801	P530	Q38
Q1158477	P460	Q668885
Q191	P530	Q265
Q916	P530	Q403
Q148	P47	Q837
Q41	P530	Q668
Q1899	P190	Q1781
Q229	P530	Q851
Q38	P530	Q79
Q1741	P131	Q40
Q252	P530	Q423
Q2117521	P460	Q632842
Q79	P530	Q148
Q258	P530	Q159
Q84	P190	Q472
Q218	P47	Q219
Q43	P530	Q801
Q1016	P530	Q35
Q419	P47	Q750
Q878	P530	Q252
Q1391	P47	Q1371
Q408	P530	Q878
Q212	P530	Q33
Q902	P530	Q796
Q974	P530	Q31
Q1028	P530	Q414
Q902	P530	Q214
Q399	P30	Q48
Q230	P530	Q262
Q11925	P37	Q188
Q668	P530	Q424
Q822	P530	Q155
Q5287	P17	Q30
Q252	P530	Q79
Q115	P530	Q801
Q1033	P530	Q117
Q736	P530	Q96
Q30	P530	Q225
Q184	P530	Q35
Q843	P530	Q298
Q183	P530	Q45
Q865	P530	Q912
Q833	P530	Q712
Q77	P47	Q155
Q96	P17	Q96
Q214	P47	Q36
Q810	P530	Q79
Q12892	P190	Q5465
Q159	P530	Q801
Q1428	P36	Q23556
Q96	P530	Q1008
Q712	P530	Q142
Q8663	P710	Q15180
Q1773	P190	Q2280
Q1524	P190	Q2887
Q232	P530	Q43
Q183	P530	Q38
Q945	P47	Q117
Q912	P37	Q150
Q1159009	P460	Q1762022
Q833	P530	Q928
Q28	P17	Q28
Q865	P530	Q37
Q822	P530	Q851
Q902	P530	Q790
Q16552	P17	Q30
Q148	P530	Q114
Q408	P530	Q786
Q884	P47	Q17
Q865	P530	Q214
Q1461	P190	Q62
Q30	P150	Q1456
Q406	P190	Q365
Q38	P530	Q236
Q691	P530	Q145
Q30	P530	Q265
Q1930	P190	Q1486
Q1989	P37	Q150
Q229	P530	Q41
Q1461	P190	Q2807
Q45	P530	Q916
Q805	P530	Q1016
Q15921764	P460	Q14346236
Q236	P530	Q865
Q664	P530	Q183
Q39	P530	Q843
Q1953	P190	Q649
Q794	P530	Q805
Q138345	P159	Q1930
Q31	P530	Q974
Q804	P530	Q865
Q148	P47	Q159
Q878	P530	Q822
Q16	P530	Q258
Q1537	P17	Q30
Q225	P530	Q833
Q41	P530	Q252
Q12717	P47	Q12722
Q184	P530	Q183
Q7318	P36	Q64
Q1754	P190	Q1757
Q38022	P190	Q1891
Q18013	P1376	Q99
Q35	P530	Q232
Q258	P530	Q55
Q184	P530	Q262
Q423	P530	Q851
Q148	P530	Q222
Q843	P530	Q833
Q11739	P190	Q406
Q1533	P190	Q34404
Q1486	P190	Q1449
Q145	P530	Q403
Q1400	P47	Q1408
Q15180	P530	Q916
Q145	P530	Q711
Q41	P530	Q31
Q1524	P190	Q1899
Q258	P530	Q916
