ID,name
Q360531,Mahershala Ali
Q361,World War I
Q36101,koala
Q36105,Charles Bronson
Q36159,LeBron James
Q36180,writer
Q362,World War II
Q36204,2011 Tōhoku earthquake and tsunami
Q36236,Malayalam
Q36301,Anne Hathaway
Q3630511,Battle of Koregaon
Q363236,Scott Weiland
Q365913,Mohamed Al-Fayed
Q366563,Dick Clark
Q3665646,basketball player
Q36812,"William, Prince of Wales"
Q368215,App Store
Q36834,composer
Q36949,Robert De Niro
Q37,Lithuania
Q3700050,XVideos
Q37073,pop music
Q37079,Tom Cruise
Q371118,Mike Tomlin
Q37137,contralto
Q37143,G8
Q37175,Johnny Depp
Q372436,statesperson
Q373087,"American Society of Composers, Authors and Publishers"
Q373342,popular music
Q3739104,natural causes
Q374220,Danny Masterson
Q37459,Nicole Kidman
Q376150,International Telecommunication Union
Q37876,Natalie Portman
Q378925,John Kiffmeyer
Q38,Italy
Q38111,Leonardo DiCaprio
Q38119,Daniel Radcliffe
Q381477,Kamal Haasan
Q3826815,Lane Kiffin
Q384535,United Nations–African Union Hybrid Operation in Darfur
Q3852623,Maurizio Gucci
Q3866537,Movement Coordination Centre Europe
Q386854,drummer
Q387047,Malibu
Q387539,Hollywood Records
Q38799,Hamas
Q38903,Universal Music Group
Q39,Switzerland
Q392108,list of highest-grossing films
Q393686,Academy Award for Best Visual Effects
Q39476,Emma Watson
Q395274,Michael J. Fox
Q397,Latin
Q398,Bahrain
Q399,Armenia
Q39978,Nostradamus
Q40,Austria
Q400007,BAFTA Award for Best Actor in a Leading Role
Q40026,Sylvester Stallone
Q403,Serbia
Q40321,Dave Chappelle
Q40348,lawyer
Q40504,Jim Carrey
Q40523,Julia Roberts
Q40572,Heath Ledger
Q40585,30 Seconds to Mars
Q406497,Dick Clark's New Year's Rockin' Eve
Q40667057,Luke Humphries
Q40715,Jennifer Lopez
Q40791,Sandra Bullock
Q408,Australia
Q40807,God Save the King
Q409,Bob Marley
Q40912,Frank Sinatra
Q41,Greece
Q41076,Mariah Carey
Q4114391,Sytin Military Encyclopedia
Q41163,Al Pacino
Q41254,Grammy Awards
Q41323,American football
Q41351,Jodie Foster
Q414,Argentina
Q41417,"Academy Award for Best Writing, Original Screenplay"
Q41421,Michael Jordan
Q41422,Mark Ruffalo
Q41550,Organization for Economic Cooperation and Development
Q41614,constitutional monarchy
Q4165246,Bechdel test
Q4173137,Jewish Encyclopedia of Brockhaus and Efron
Q41871,Paul Newman
Q419,Peru
Q42101,Denzel Washington
Q42182,Buckingham Palace
Q4220900,MTV Movie Award for Best On-Screen Duo
Q4220901,MTV Movie Award for Best Male Performance
Q42229,Mel Gibson
Q423,North Korea
Q423289,BBC World Service
Q42331263,American football coach
Q424,Cambodia
Q42406,English people
Q42581,Keira Knightley
Q42646,Windsor Castle
Q4275776,Paolo Macchiarini
Q42759035,Joker
Q42786,Audrey Hepburn
Q42869,Nicolas Cage
Q428808,Grammy Award for Best Song Written for Visual Media
Q43,Turkey
Q430672,John Jacob Astor IV
Q431248,Kirk Cousins
Q432,Islam
Q43203,Clint Eastwood
Q43274,Charles III of the United Kingdom
Q433421,Mary Kay Letourneau
Q43416,Keanu Reeves
Q434841,20th Century Studios
Q4353509,Jimmy Johnson
Q435920,Rod Serling
Q4373046,pornography industry
Q438406,Grey's Anatomy
Q43845,businessperson
Q4413456,Republic Records
Q44292,Chris Benoit
Q44380,Cameron Diaz
Q44414,Trey Parker
Q44437,John Cena
Q445405,Darius Rucker
Q445448,Gary Rossington
Q44903,Lindsay Lohan
Q45,Portugal
Q45177,Visa Waiver Program
Q45229,Zac Efron
Q4532138,Granat Encyclopedic Dictionary
Q4555537,Twitch
Q4573,Sean Connery
Q458,European Union
Q45923,Aaron Taylor-Johnson
Q459538,David Tepper
Q45981,rhythm and blues
Q46,Europe
Q460431,Nicholas Winton
Q4610556,model
Q461526,Eddie Bernice Johnson
Q4616,Marilyn Monroe
Q46185,bass guitar
Q463085,Golden Globe Award for Best Actress – Motion Picture Drama
Q463185,Allen Collins
Q463303,American Academy of Arts and Sciences
Q463397,Andre Braugher
Q4636,Barbra Streisand
Q4678990,Adam Driver
Q4681497,Adeel Akhtar
Q469825,P. P. Arnold
Q469954,Austin Butler
Q4710826,Albert Medal
Q47122,Enrique Iglesias
Q471546,John Pilger
Q471839,science fiction film
Q47185282,not-free country
Q4725343,Alia Bhatt
Q47300912,Once Upon a Time in Hollywood
Q47452423,Yellowstone
Q47482560,The Boy and the Heron
Q47499,International Workers' Day
Q47541952,producer
Q47543,Organisation of Islamic Cooperation
Q47544021,theatrical release
Q47871,Green Day
Q47899,Paris Hilton
Q47912,lung cancer
Q48,Asia
Q483118,Ben Affleck
Q4835465,BET Award for Athlete of the Century
Q48410,Richard Gere
Q484523,Jared Leto
Q484615,Ethan Hawke
Q484641,pop rock
Q48493,iOS
Q485310,Neil Patrick Harris
Q4853732,children's writer
Q486748,pianist
Q488,atomic bombings of Hiroshima and Nagasaki
Q48816554,The Gilded Age
Q488205,singer-songwriter
Q488651,Academy Award for Best Original Score
Q48938223,TikTok
Q489681,Lee Sun-kyun
Q49,North America
Q49085,African Americans
Q49112,Yale University
Q49210,New York University
Q4932701,Bob Harris
Q4947838,Rebecca Ferguson
Q49561909,Sydney Sweeney
Q4964312,Brian Kelly
Q4971429,British Prince
Q49757,poet
Q497759,Nile Rodgers
Q501058,People's Choice Awards
Q5020214,2026 FIFA World Cup
Q5020532,California Hall of Fame
Q503246,Juilliard School
Q5036649,Captain General Royal Marines
Q50423863,copyrighted
Q5043,Christianity
Q50602,Manchester City F.C.
Q509227,Rohan Dennis
Q509646,Desmond Howard
Q5105,Céline Dion
Q512314,socialite
Q51287556,Dino Fetscher
Q51290,harmonica
Q5146,Portuguese
Q5162259,Conor McGregor
Q516342,Johnny Van Zant
Q516712,Chic
Q517,Napoleon
Q517584,Søren Rasted
Q5185866,Cris Collinsworth
Q518675,Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture
Q52,Wikipedia
Q52159113,Katherine Oppenheimer
Q52207310,film based on books
Q52207399,film based on a novel
Q52382875,Fellow of the American Academy of Arts and Sciences
Q523926,Royal Academy of Dramatic Art
Q52395487,Javier Milei
Q52440,LL Cool J
Q5271254,Diana Nyad
Q528496,Vijay
Q5287,Japanese
Q52954,keyboard instrument
Q5335413,Ed Skrein
Q533864,Colonel Tom Parker
Q5352166,Emperor of India
Q5357263,Collar of the Supreme Order of the Chrysanthemum
Q5361043,Grand Cordon of the Supreme Order of the Chrysanthemum
Q5364665,Elle King
Q5372,basketball
Q5373530,Emmett J. Scanlan
Q5383,David Bowie
Q53909401,Jacob Elordi
Q54196525,Super Bowl LVIII
Q543429,Rose Bowl Game
Q5449677,Financial Times Person of the Year
Q547900,Srividya
Q54820071,digital download
Q548389,BAFTA Award for Best Actor in a Supporting Role
Q54958409,For All Mankind
Q54958752,Disney+
Q55,Netherlands
Q550313,Phil Taylor
Q5519998,Gamehendge
Q55294,Kenneth Branagh
Q55436290,Barbie
Q55522899,Jujutsu Kaisen
Q5556756,Ghislaine Maxwell
Q55635017,The Act
Q5567967,Glen Powell
Q557632,Decca
Q55960555,recording artist
Q56005,Ridley Scott
Q5608,Eminem
Q56085709,Crystal Award
Q5611262,Group on Earth Observations
Q5629067,HB Studio
Q5648978,Hannah Waddingham
Q57013596,XNXX.com
Q5716684,dancer
Q571722,Happy New Year
Q574,East Timor
Q57618112,MrBeast
Q578109,television producer
Q579431,British Princess
Q582280,Rose Bowl
Q58444,Liam Neeson
Q5885,Tamil
Q590227,Edward VIII
Q59215,Robert Redford
Q59248250,Hunter Schafer
Q59268408,Megan Thee Stallion
Q593098,Golden Globe Award for Best Actor – Motion Picture Drama
Q59422166,Seattle Kraken
Q5994,piano
Q599891,Convair B-58 Hustler
Q60,New York City
Q6010,rapping
Q602299,Golden Raspberry Award for Worst Actor
Q602358,Brockhaus and Efron Encyclopedic Dictionary
Q602866,Golden Raspberry Award for Worst Actress
Q604370,Time 100
Q605326,World Customs Organization
Q60618349,Ncuti Gatwa
Q60629364,Paula Vennells
Q6067381,Alborz
Q60736806,Jordan Love
Q60809,Ansel Adams
Q60813,Christian Thielemann
Q60834962,Dune
Q60836051,Chicken Run: Dawn of the Nugget
Q6096,Snoop Dogg
Q61,"Washington, D.C."
Q61102628,Maxwell Jacob Friedman
Q61117344,The Batman
Q612,Dubai
Q61285,ukulele
Q61448040,Parasite
Q614630,Michael Chandler
Q615,Lionel Messi
Q61669648,Johnny Mercer Award
Q61693947,Rachel Anne Zegler
Q61707579,OnlyFans
Q61740675,Archie Madekwe
Q6176881,Jelly Roll
Q61876370,Mission: Impossible – Dead Reckoning Part One
Q61959593,Jonathan Owens
Q61964196,Devlin Hodges
Q62,San Francisco
Q622747,quarterback
Q62446736,Apple TV+
Q6256921,John Schneider
Q62591281,Lil Nas X
Q62595383,Promising Young Woman
Q6279,Joe Biden
Q628637,European Film Award – People's Choice Award for Best European Film
Q6288980,Josh Heupel
Q631103,Mean Girls
Q63243883,Olivia Rodrigo
Q63341424,Hardy
Q635,Cleopatra
Q63630439,The Witches
Q638,music
Q639669,musician
Q6397122,Kevin O'Connell
Q64,Berlin
Q64010450,Bo Nix
Q640353,Golden Globe Cecil B. DeMille Award
Q6404568,Kidada Jones
Q641316,Golden Raspberry Award for Worst Supporting Actor
Q6415453,Kirk Herbstreit
Q6423963,Anglicanism
Q642878,Marvel Cinematic Universe
Q64441774,Baldur's Gate 3
Q645889,Reprise Records
Q645928,biographical film
Q645968,British royal family
Q64733275,Reneé Rapp
Q64762766,Begoña Vargas
Q6482902,Lanark: A Life in Four Books
Q649,Moscow
Q65,Los Angeles
Q65042773,2024 Indian general election
Q6512064,Jann Mardenborough
Q652,Italian
Q65359104,HBO Max
Q6541718,Liberty Flames football
Q654283,Def Jam Recordings
Q654620,Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Leading Role
Q65600671,Angus Cloud
Q656801,International Finance Corporation
Q65932,Anthony Hopkins
Q65980671,What If...?
Q660106,Tré Cool
Q6607,guitar
Q6622409,list of highest-grossing Indian films worldwide
Q6625963,novelist
Q66316924,Killers of the Flower Moon
Q664,New Zealand
Q66559788,Berlin
Q668,India
Q66825384,Jayden Daniels
Q670282,Golden Globe Award for Best Motion Picture – Musical or Comedy
Q6723,UTC+02:00
Q67311526,Obalky knih.cz
Q673229,Golden Globe Award for Best Actress – Miniseries or Television Film
Q6770436,Mark Wright
Q6783838,Masood Azhar
Q6788934,Matt LaFleur
Q683,Samoa
Q6837794,Michigan Wolverines football
Q6847910,Mike McDaniel
Q685,Solomon Islands
Q6853641,Jeon Hye-jin
Q686,Vanuatu
Q687123,BAFTA Award for Best Actress in a Leading Role
Q691,Papua New Guinea
Q6927,20th century
Q692989,Roblox
Q6935432,Mummers Parade
Q6939,21st century
Q6952928,College Football Playoff
Q697,Nauru
Q698173,Ana de Armas
Q702,Federated States of Micronesia
Q7066,atheism
Q70894,Nick Saban
Q710,Kiribati
Q711,Mongolia
Q712,Fiji
Q7120528,PRS for Music
Q712592,Billie Joe Armstrong
Q713286,Mike Dirnt
Q7143713,Pat McAfee
Q7148087,Patrizia Reggiani
Q71521142,reproduction right not represented by CISAC member
Q71605297,Brock Purdy
Q7163,politics
Q716909,Ordre des Arts et des Lettres
Q717,Venezuela
Q7184,NATO
Q71887839,copyrights on works have expired
Q7204,Middle East
Q720581,Paul Reubens
Q721030,Order of the Thistle
Q723685,video on demand
Q723830,Golden Globe Award for Best Supporting Actor – Motion Picture
Q723890,Danish royal family
Q7251,Alan Turing
Q7270,republic
Q727328,Academy Honorary Award
Q727694,Standard Mandarin
Q72941595,Victor Wembanyama
Q73089,Gene Kelly
Q733,Paraguay
Q734,Guyana
Q734036,MTV Movie Award for Best Fight
Q73555012,works protected by copyrights
Q736,Ecuador
Q739,Colombia
Q7396400,Sabrina Carpenter
Q740308,UNICEF
Q7411,Dutch
Q746851,Kwanzaa
Q748,Buddhism
Q7492281,Shecky Greene
Q750,Bolivia
Q753110,songwriter
Q754,Trinidad and Tobago
Q756617,Kingdom of Denmark
Q76,Barack Obama
Q76092,glam rock
Q7613847,Steve Sarkisian
Q76364,Hans Zimmer
Q76448600,Spider-Man: Across the Spider-Verse
Q766,Jamaica
Q769,Grenada
Q76927,Mary of Teck
Q77,Uruguay
Q7737,Russian
Q774,Guatemala
Q7747,Vladimir Putin
Q7749,rock and roll
Q777,Google Chrome
Q778,The Bahamas
Q7785,Commonwealth of Nations
Q7793491,Thomas Rhett
Q7809,UNESCO
Q7817,World Health Organization
Q7817504,Tom Scott
Q7825,World Trade Organization
Q782942,Australia Group
Q783,Honduras
Q7836292,Travis Kelce
Q7847400,True Detective
Q786,Dominican Republic
Q787123,BAFTA Award for Best Actress in a Supporting Role
Q7886981,ASEAN Regional Forum
Q789447,left-handedness
Q79,Egypt
Q790,Haiti
Q7929263,Vijayakanth filmography
Q794,Iran
Q7944,earthquake
Q795406,Joe Flacco
Q796,Iraq
Q7976,American English
Q7979,British English
Q800,Costa Rica
Q801,Israel
Q8016,Winston Churchill
Q8016302,Warner Bros. Pictures
Q80322358,John Wick: Chapter 4
Q8038459,"Writers Guild of America, West"
Q804,Panama
Q805,Yemen
Q80938,John Travolta
Q8097,Telugu
Q80976,"Prince Philip, Duke of Edinburgh"
Q810,Jordan
Q811,Nicaragua
Q81180,Grammy Hall of Fame
Q81299,Organization for Security and Co-operation in Europe
Q813,Kyrgyzstan
Q81328,Harrison Ford
Q81520,Pierce Brosnan
Q81589,House of Windsor
Q816038,Steamboat Willie
Q817,Kuwait
Q819,Laos
Q81925268,The Ballad of Songbirds and Snakes
Q82110,Steven Seagal
Q822,Lebanon
Q822146,lyricist
Q822907,Golden Globe Award for Best Supporting Actress – Motion Picture
Q823422,National Film Registry
Q823428,International Holocaust Remembrance Alliance
Q826,Maldives
Q826700,International Energy Agency
Q82708,Church of England
Q827525,International Development Association
Q82955,politician
Q830079,Academy Award for Best Sound
Q83106,Jürgen Klopp
Q83145,Africa Cup of Nations
Q83270,hard rock
Q83287,Selena Gomez
Q833,Malaysia
Q833163,Knight Bachelor
Q83338,Robin Williams
Q83364,vegetarianism
Q8337,Harry Potter
Q8341,jazz
Q83410,Cary Grant
Q83440,country music
Q8349,"""Weird Al"" Yankovic"
Q83492,Gary Oldman
Q836,Myanmar
Q837,Nepal
Q83808444,Everything Everywhere All at Once
Q838121,Peabody Awards
Q838368,black-and-white
Q84,London
Q842,Oman
Q842256,musical film
Q842438,British
Q842490,Organisation for the Prohibition of Chemical Weapons
Q84263196,COVID-19
Q843,Pakistan
Q843219,Grammy Award for Record of the Year
Q843402,Warner Bros. Records
Q84362533,Elvis
Q846,Qatar
Q8475,Interpol
Q850412,contemporary R&B
Q851,Saudi Arabia
Q852767,Southern rock
Q854,Sri Lanka
Q854353,enteritis
Q855091,guitarist
Q855585,Church of Denmark
Q85757580,Dr. Death
Q85783379,Mako Mori test
Q857933,Canada's Walk of Fame
Q858,Syria
Q85800048,Scott Williams
Q85847274,Sound of Freedom
Q859369,comedy drama
Q860626,romantic comedy
Q863,Tajikistan
Q8646,Hong Kong
Q865,Taiwan
Q8652,Miami
Q866,YouTube
Q867541,Encyclopædia Britannica 11th edition
Q8676,American Civil War
Q8684,Seoul
Q869,Thailand
Q8704,Walt Disney
Q87131973,The Last of Us
Q874,Turkmenistan
Q8740,Vietnam War
Q878,United Arab Emirates
Q881,Vietnam
Q884,South Korea
Q8877,Steven Spielberg
Q889,Afghanistan
Q8908,Council of Europe
Q891885,"Broadcast Music, Inc."
Q89474225,The Marvels
Q895463,Bowling for Soup
Q899770,International Centre for Settlement of Investment Disputes
Q90,Paris
Q902,Bangladesh
Q9027,Swedish
Q9035,Danish
Q904528,Grammy Award for Album of the Year
Q907311,Netflix
Q908858,Donostia Award
Q9089,Hinduism
Q909800,list of Super Bowl champions
Q912,Mali
Q91226161,Aquaman and the Lost Kingdom
Q9134365,monarch of the United Kingdom
Q9142,Irish
Q916,Angola
Q917,Bhutan
Q9176,Korean
Q918,Twitter
Q9192,Mandarin
Q921,Brunei Darussalam
Q922396,Broadcast Film Critics Association Award for Best Cast
Q924,Tanzania
Q925657,My Way
Q9268,Judaism
Q926963,Alan Ritchson
Q928,Philippines
Q932281,European Film Award for Best Actor
Q932586,filmmaking
Q9335577,crime television series
Q935283,Grammy Award for Best Female Pop Vocal Performance
Q935843,Grammy Lifetime Achievement Award
Q93605402,Vito Russo test
Q936394,Pornhub
Q937,Albert Einstein
Q937857,association football player
Q939194,Steve Gaines
Q93923,Order of King Abdulaziz al Saud
Q94,Android
Q941662,Heart
Q943106,Best NBA Player ESPY Award
Q9439,Victoria
Q9448,Premier League
Q9458,Muhammad
Q946161,Cale Yarborough
Q947873,television presenter
Q948,Tunisia
Q94831,Blake Shelton
Q948329,character actor
Q95,Google
Q95030,Warren Beatty
Q95043,James Caan
Q950604,Order of the Star of Romania
Q952295,Dave Chisnall
Q953,Zambia
Q9531,BBC
Q9535,Shah Rukh Khan
Q954,Zimbabwe
Q9543,Salman Khan
Q9545,Tony Blair
Q958,South Sudan
Q9592,Catholic Church
Q959790,crime film
Q96,Mexico
Q9617,Arsenal F.C.
Q962,Benin
Q963,Botswana
Q96377121,The Hunger Games: The Ballad of Songbirds and Snakes
Q96401169,Ram Mandir
Q96407897,Ted Lasso
Q965,Burkina Faso
Q9659,A
Q96633736,Madison Cawthorn
Q96749211,Percy Jackson and the Olympians
Q967817,Trace Adkins
Q9682,Elizabeth II
Q9685,"Diana, Princess of Wales"
Q9696,John F. Kennedy
Q97,Atlantic Ocean
Q971,Republic of the Congo
Q974,Democratic Republic of the Congo
Q974693,Italian Americans
Q9759,blues
Q976022,Jamie Dornan
Q976544,Order of the Elephant
Q977,Djibouti
Q977915,Golden Raspberry Award for Worst Supporting Actress
Q98,Pacific Ocean
Q983,Equatorial Guinea
Q986,Eritrea
Q98665879,Smithsonian American Art and Portrait Gallery Library
Q989442,Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series
Q989447,Primetime Emmy Award for Outstanding Lead Actress in a Miniseries or a Movie
Q989453,Primetime Emmy Award for Outstanding Lead Actor in a Miniseries or a Movie
Q99,California
Q99413897,Medvik
Q995653,2024 Summer Olympics
