entity,rel,objt,pageTitle_entity,views_entity,pageTitle_objt,views_objt
Q39978,P31,Q5,Nostradamus,15327,Human,3666034
Q39978,P910,Q7440662,Nostradamus,15327,Category:Nostradamus,1404
Q39978,P140,Q1841,Nostradamus,15327,Catholicism,173295
Q39978,P735,Q14626626,Nostradamus,15327,,
Q39978,P1412,Q150,Nostradamus,15327,French language,2210218
Q39978,P3373,Q1218411,Nostradamus,15327,Jean de Nostredame,2590
Q39978,P1343,Q19190511,Nostradamus,15327,,
Q39978,P1343,Q602358,Nostradamus,15327,Brockhaus and Efron Encyclopedic Dictionary,11830
Q39978,P1343,Q19180675,Nostradamus,15327,,
Q39978,P1343,Q867541,Nostradamus,15327,Encyclopædia Britannica Eleventh Edition,178970
Q39978,P1343,Q67311526,Nostradamus,15327,,
Q39978,P1343,Q99413897,Nostradamus,15327,,
Q39978,P1343,Q3181656,Nostradamus,15327,The Nuttall Encyclopædia,9349
Q39978,P69,Q776223,Nostradamus,15327,University of Montpellier,60463
Q39978,P69,Q2033119,Nostradamus,15327,Avignon University,8055
Q39978,P509,Q389735,Nostradamus,15327,Cardiovascular disease,602674
Q39978,P21,Q6581097,Nostradamus,15327,Male gender,5875
Q39978,P6886,Q150,Nostradamus,15327,French language,2210218
Q39978,P7763,Q71887839,Nostradamus,15327,,
Q39978,P1889,Q667000,Nostradamus,15327,Nostradamus (disambiguation),3733
Q39978,P26,Q108675460,Nostradamus,15327,,
Q39978,P800,Q11514952,Nostradamus,15327,,
Q39978,P5008,Q6173448,Nostradamus,15327,Wikipedia:Vital articles/Level/4,None
Q39978,P5008,Q118404701,Nostradamus,15327,,
Q39978,P1196,Q3739104,Nostradamus,15327,,
Q39978,P6379,Q1954331,Nostradamus,15327,Museon,4408
Q39978,P119,Q3582315,Nostradamus,15327,,
Q39978,P1424,Q18995417,Nostradamus,15327,,
Q61448040,P495,Q884,Parasite (2019 film),15390,South Korea,4690194
Q61448040,P31,Q11424,Parasite (2019 film),15390,Film,2289880
Q61448040,P57,Q495980,Parasite (2019 film),15390,Bong Joon-ho,755805
Q61448040,P161,Q484400,Parasite (2019 film),15390,Song Kang-ho,535135
Q61448040,P161,Q489681,Parasite (2019 film),15390,Lee Sun-kyun,2229487
Q61448040,P161,Q626347,Parasite (2019 film),15390,Cho Yeo-jeong,330185
Q61448040,P161,Q55733858,Parasite (2019 film),15390,Jang Hye-jin (actress),98008
Q61448040,P161,Q492701,Parasite (2019 film),15390,Choi Woo-shik,811910
Q61448040,P161,Q18700040,Parasite (2019 film),15390,Park So-dam,447227
Q61448040,P161,Q16177322,Parasite (2019 film),15390,Jung Ji-so,313669
Q61448040,P161,Q21710318,Parasite (2019 film),15390,Lee Jung-eun (actress),181511
Q61448040,P161,Q24867395,Parasite (2019 film),15390,Park Myung-hoon,69144
Q61448040,P161,Q5116234,Parasite (2019 film),15390,Park Seo-joon,2193197
Q61448040,P161,Q105706491,Parasite (2019 film),15390,Jung Yi-seo,51804
Q61448040,P364,Q9176,Parasite (2019 film),15390,Korean language,1688169
Q61448040,P3818,Q28951021,Parasite (2019 film),15390,,
Q61448040,P136,Q130232,Parasite (2019 film),15390,Drama (film and television),644576
Q61448040,P136,Q157443,Parasite (2019 film),15390,Comedy film,464467
Q61448040,P136,Q53094,Parasite (2019 film),15390,Black comedy,1317403
Q61448040,P136,Q2484376,Parasite (2019 film),15390,Thriller film,369142
Q61448040,P58,Q495980,Parasite (2019 film),15390,Bong Joon-ho,755805
Q61448040,P58,Q81911860,Parasite (2019 film),15390,Han Jin-won,17675
Q61448040,P166,Q179808,Parasite (2019 film),15390,Palme d'Or,708088
Q61448040,P166,Q1524205,Parasite (2019 film),15390,,
Q61448040,P166,Q102427,Parasite (2019 film),15390,Academy Award for Best Picture,3020078
Q61448040,P166,Q41417,Parasite (2019 film),15390,Academy Award for Best Original Screenplay,399469
Q61448040,P166,Q105304,Parasite (2019 film),15390,Academy Award for Best International Feature Film,290841
Q61448040,P166,Q103360,Parasite (2019 film),15390,Academy Award for Best Director,523052
Q61448040,P166,Q41375,Parasite (2019 film),15390,BAFTA Award for Best Original Screenplay,26040
Q61448040,P166,Q2925687,Parasite (2019 film),15390,BAFTA Award for Best Film Not in the English Language,36895
Q61448040,P166,Q922263,Parasite (2019 film),15390,Critics' Choice Movie Award for Best Director,9601
Q61448040,P166,Q828289,Parasite (2019 film),15390,Critics' Choice Movie Award for Best Foreign Language Film,19195
Q61448040,P166,Q387380,Parasite (2019 film),15390,Golden Globe Award for Best Foreign Language Film,69514
Q61448040,P166,Q518675,Parasite (2019 film),15390,Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture,128712
Q61448040,P166,Q4649838,Parasite (2019 film),15390,AACTA International Award for Best Film,5682
Q61448040,P166,Q30632400,Parasite (2019 film),15390,Dorian Award for Film of the Year,1184
Q61448040,P750,Q5012265,Parasite (2019 film),15390,CJ Entertainment,68619
Q61448040,P750,Q30603559,Parasite (2019 film),15390,Neon (company),144177
Q61448040,P750,Q28871739,Parasite (2019 film),15390,,
Q61448040,P750,Q135288,Parasite (2019 film),15390,Microsoft Store,159554
Q61448040,P750,Q54958752,Parasite (2019 film),15390,Disney+,156
Q61448040,P2758,Q23817729,Parasite (2019 film),15390,,
Q61448040,P2758,Q23817739,Parasite (2019 film),15390,,
Q61448040,P2363,Q21571489,Parasite (2019 film),15390,,
Q61448040,P5150,Q52692412,Parasite (2019 film),15390,,
Q61448040,P1657,Q18665344,Parasite (2019 film),15390,,
Q61448040,P1981,Q20644797,Parasite (2019 film),15390,,
Q61448040,P344,Q61057522,Parasite (2019 film),15390,Hong Kyung-pyo,12174
Q61448040,P86,Q19941076,Parasite (2019 film),15390,Jung Jae-il,26991
Q61448040,P4437,Q42012505,Parasite (2019 film),15390,,
Q61448040,P3402,Q27915576,Parasite (2019 film),15390,,
Q61448040,P3306,Q27253947,Parasite (2019 film),15390,,
Q61448040,P2629,Q4550895,Parasite (2019 film),15390,,
Q61448040,P3216,Q26678735,Parasite (2019 film),15390,,
Q61448040,P1040,Q82237483,Parasite (2019 film),15390,Yang Jin-mo,9356
Q61448040,P162,Q495980,Parasite (2019 film),15390,Bong Joon-ho,755805
Q61448040,P162,Q83945397,Parasite (2019 film),15390,Kwak Sin-ae,13469
Q61448040,P1431,Q12611423,Parasite (2019 film),15390,Miky Lee,None
Q61448040,P5970,Q56887761,Parasite (2019 film),15390,,
Q61448040,P2637,Q23308564,Parasite (2019 film),15390,,
Q61448040,P2684,Q23649984,Parasite (2019 film),15390,,
Q61448040,P2756,Q23790279,Parasite (2019 film),15390,,
Q61448040,P3156,Q26708078,Parasite (2019 film),15390,,
Q61448040,P3428,Q27925240,Parasite (2019 film),15390,,
Q61448040,P3834,Q28980118,Parasite (2019 film),15390,,
Q61448040,P5152,Q52412939,Parasite (2019 film),15390,,
Q61448040,P5201,Q52382311,Parasite (2019 film),15390,,
Q61448040,P6452,Q56902855,Parasite (2019 film),15390,,
Q61448040,P6658,Q62371961,Parasite (2019 film),15390,,
Q61448040,P7327,Q66812892,Parasite (2019 film),15390,,
Q61448040,P7573,Q74434540,Parasite (2019 film),15390,,
Q61448040,P272,Q86110392,Parasite (2019 film),15390,,
Q61448040,P272,Q5012265,Parasite (2019 film),15390,CJ Entertainment,68619
Q61448040,P6216,Q50423863,Parasite (2019 film),15390,,
Q61448040,P2554,Q86112333,Parasite (2019 film),15390,Lee Ha-jun,1368
Q61448040,P1411,Q849124,Parasite (2019 film),15390,Golden Globe Award for Best Screenplay,33397
Q61448040,P1411,Q787131,Parasite (2019 film),15390,BAFTA Award for Best Direction,28386
Q61448040,P1411,Q139184,Parasite (2019 film),15390,BAFTA Award for Best Film,98266
Q61448040,P1411,Q277751,Parasite (2019 film),15390,Academy Award for Best Production Design,146608
Q61448040,P1411,Q281939,Parasite (2019 film),15390,Academy Award for Best Film Editing,121394
Q61448040,P1411,Q586356,Parasite (2019 film),15390,Golden Globe Award for Best Director,46986
Q61448040,P1411,Q125506406,Parasite (2019 film),15390,,
Q61448040,P840,Q884,Parasite (2019 film),15390,South Korea,4690194
Q61448040,P2061,Q24668302,Parasite (2019 film),15390,,
Q61448040,P462,Q22006653,Parasite (2019 film),15390,,
Q61448040,P1889,Q945730,Parasite (2019 film),15390,Parasyte,358457
Q61448040,P138,Q10253316,Parasite (2019 film),15390,Parasite,116907
Q61448040,P8889,Q102108197,Parasite (2019 film),15390,,
Q61448040,P437,Q54820071,Parasite (2019 film),15390,,
Q61448040,P437,Q723685,Parasite (2019 film),15390,Video on demand,808267
Q61448040,P5021,Q4165246,Parasite (2019 film),15390,Bechdel test,977842
Q61448040,P5021,Q105776216,Parasite (2019 film),15390,,
Q61448040,P5021,Q85783379,Parasite (2019 film),15390,Mako Mori test,34974
Q61448040,P406,Q112980621,Parasite (2019 film),15390,Parasite (soundtrack),15332
Q61448040,P9086,Q104839743,Parasite (2019 film),15390,,
Q3136554,P31,Q5,Prabhas,15012,Human,3666034
Q3136554,P19,Q1352,Prabhas,15012,Chennai,2219885
Q3136554,P172,Q418708,Prabhas,15012,Telugu people,229324
Q3136554,P27,Q668,Prabhas,15012,India,367139855
Q3136554,P106,Q33999,Prabhas,15012,Actor,645309
Q3136554,P21,Q6581097,Prabhas,15012,Male gender,5875
Q3136554,P1412,Q8097,Prabhas,15012,Telugu language,2081185
Q3136554,P1412,Q5885,Prabhas,15012,Tamil language,2605525
Q3136554,P22,Q23833018,Prabhas,15012,Uppalapati Surya Narayana Raju,225511
Q3136554,P1038,Q6437529,Prabhas,15012,Krishnam Raju,316650
Q3136554,P103,Q8097,Prabhas,15012,Telugu language,2081185
Q3136554,P734,Q12991832,Prabhas,15012,Uppalapati,2253
Q692989,P404,Q6895044,Roblox,15259,Multiplayer video game,1752908
Q692989,P404,Q208850,Roblox,15259,Single-player video game,1682273
Q692989,P400,Q1406,Roblox,15259,Microsoft Windows,9281441
Q692989,P400,Q14116,Roblox,15259,MacOS,4764808
Q692989,P400,Q13361286,Roblox,15259,Xbox One,2122852
Q692989,P400,Q94,Roblox,15259,Android (operating system),6524504
Q692989,P400,Q48493,Roblox,15259,IOS,4781404
Q692989,P400,Q18845397,Roblox,15259,Windows 10 Mobile,261800
Q692989,P437,Q54820071,Roblox,15259,,
Q692989,P136,Q175173,Roblox,15259,Massively multiplayer online role-playing game,364539
Q692989,P136,Q862490,Roblox,15259,Massively multiplayer online game,225481
Q692989,P31,Q7889,Roblox,15259,Video game,1682333
Q692989,P31,Q112144412,Roblox,15259,,
Q692989,P31,Q81989119,Roblox,15259,,
Q692989,P495,Q30,Roblox,15259,United States,22053058
Q692989,P178,Q67186598,Roblox,15259,Roblox Corporation,342390
Q692989,P908,Q14915514,Roblox,15259,,
Q692989,P908,Q70141708,Roblox,15259,,
Q692989,P2637,Q23308561,Roblox,15259,,
Q692989,P853,Q11389850,Roblox,15259,,
Q692989,P914,Q14920387,Roblox,15259,,
Q692989,P916,Q14928339,Roblox,15259,,
Q692989,P3156,Q26708076,Roblox,15259,,
Q692989,P1889,Q1780427,Roblox,15259,Roblog,5879
Q692989,P479,Q250,Roblox,15259,Computer keyboard,1199781
Q692989,P479,Q273140,Roblox,15259,Gamepad,89194
Q692989,P479,Q7987,Roblox,15259,Computer mouse,866764
Q692989,P479,Q165970,Roblox,15259,Touchscreen,383174
Q692989,P750,Q135288,Roblox,15259,Microsoft Store,159554
Q692989,P750,Q368215,Roblox,15259,App Store (Apple),452539
Q692989,P750,Q79576,Roblox,15259,Google Play,2290865
Q692989,P750,Q456078,Roblox,15259,Amazon Appstore,149723
Q692989,P5196,Q3274429,Roblox,15259,Oculus Rift,223712
Q692989,P123,Q67186598,Roblox,15259,Roblox Corporation,342390
Q692989,P910,Q104442840,Roblox,15259,Category:Roblox,2489
Q692989,P1072,Q105860286,Roblox,15259,,
Q692989,P1072,Q105860339,Roblox,15259,,
Q692989,P1073,Q105860286,Roblox,15259,,
Q692989,P1073,Q105860339,Roblox,15259,,
Q692989,P306,Q94,Roblox,15259,Android (operating system),6524504
Q692989,P306,Q48493,Roblox,15259,IOS,4781404
Q692989,P306,Q1406,Roblox,15259,Microsoft Windows,9281441
Q692989,P306,Q14116,Roblox,15259,MacOS,4764808
Q692989,P306,Q18845397,Roblox,15259,Windows 10 Mobile,261800
Q692989,P2354,Q106996426,Roblox,15259,List of Roblox games,245597
Q692989,P2283,Q100601019,Roblox,15259,,
Q692989,P852,Q14864329,Roblox,15259,,
Q692989,P852,Q14864330,Roblox,15259,,
Q692989,P38,Q111743370,Roblox,15259,,
Q166502,P461,Q686919,Seven deadly sins,15265,Seven virtues,705699
Q166502,P910,Q8733343,Seven deadly sins,15265,Category:Seven deadly sins,2946
Q166502,P279,Q60227,Seven deadly sins,15265,Sin,326787
Q166502,P279,Q1411242,Seven deadly sins,15265,Vice,180836
Q166502,P279,Q125790221,Seven deadly sins,15265,,
Q166502,P4969,Q17201706,Seven deadly sins,15265,Seven Digital Deadly Sins,1575
Q166502,P527,Q79871,Seven deadly sins,15265,Anger,329500
Q166502,P527,Q181022,Seven deadly sins,15265,Gluttony,518484
Q166502,P527,Q10423642,Seven deadly sins,15265,,
Q166502,P527,Q193543,Seven deadly sins,15265,Avarice,29960
Q166502,P527,Q7541428,Seven deadly sins,15265,Sloth (deadly sin),695926
Q166502,P527,Q6498477,Seven deadly sins,15265,Lust,587119
Q166502,P527,Q187234,Seven deadly sins,15265,Haughtiness,8924
Q166502,P527,Q1321250,Seven deadly sins,15265,Vanity,99234
Q166502,P1889,Q2321540,Seven deadly sins,15265,Mortal sin,285771
Q166502,P1343,Q3181656,Seven deadly sins,15265,The Nuttall Encyclopædia,9349
Q166502,P1424,Q10726249,Seven deadly sins,15265,,
Q166502,P460,Q16123078,Seven deadly sins,15265,,
Q166502,P1382,Q3411632,Seven deadly sins,15265,,
Q166502,P1382,Q12244244,Seven deadly sins,15265,,
Q166502,P1382,Q20392828,Seven deadly sins,15265,,
Q166502,P1382,Q125789820,Seven deadly sins,15265,,
Q166502,P1382,Q125790032,Seven deadly sins,15265,,
Q166502,P1382,Q125790132,Seven deadly sins,15265,,
Q166502,P1382,Q125801288,Seven deadly sins,15265,,
Q166502,P1382,Q12487395,Seven deadly sins,15265,,
Q166502,P2789,Q125496723,Seven deadly sins,15265,,
Q166502,P155,Q218702,Seven deadly sins,15265,Niyyah,26234
Q166502,P137,Q31305863,Seven deadly sins,15265,,
Q166502,P129,Q125946849,Seven deadly sins,15265,,
Q166502,P1542,Q126165990,Seven deadly sins,15265,,
Q166502,P1542,Q126177201,Seven deadly sins,15265,,
Q805,P1151,Q14614963,Yemen,15283,Portal:Yemen,7881
Q805,P5125,Q7112533,Yemen,15283,Outline of Yemen,4800
Q805,P38,Q240512,Yemen,15283,Yemeni rial,48281
Q805,P1792,Q7061997,Yemen,15283,Category:Yemeni people,1204
Q805,P2852,Q25648881,Yemen,15283,,
Q805,P2853,Q24288454,Yemen,15283,,
Q805,P2853,Q60740126,Yemen,15283,AC power plugs and sockets: British and related types,173517
Q805,P2853,Q1528507,Yemen,15283,BS 1363,11746
Q805,P2633,Q1418244,Yemen,15283,Geography of Yemen,26878
Q805,P1313,Q1192903,Yemen,15283,Prime Minister of Yemen,15163
Q805,P17,Q805,Yemen,15283,Yemen,2785547
Q805,P2959,Q23304060,Yemen,15283,,
Q805,P122,Q7270,Yemen,15283,Republic,883373
Q805,P122,Q49892,Yemen,15283,Presidential system,623249
Q805,P832,Q12228863,Yemen,15283,,
Q805,P832,Q514400,Yemen,15283,Eid al-Adha,2564431
Q805,P832,Q464458,Yemen,15283,Eid al-Fitr,2575694
Q805,P832,Q47499,Yemen,15283,International Workers' Day,1615591
Q805,P832,Q1139876,Yemen,15283,Yemeni unification,84875
Q805,P1552,Q47185282,Yemen,15283,,
Q805,P530,Q30,Yemen,15283,United States,22053058
Q805,P530,Q794,Yemen,15283,Iran,5762629
Q805,P530,Q851,Yemen,15283,Saudi Arabia,6456897
Q805,P530,Q159,Yemen,15283,Russia,9924182
Q805,P530,Q148,Yemen,15283,China,9680435
Q805,P530,Q842,Yemen,15283,Oman,2615323
Q805,P530,Q843,Yemen,15283,Pakistan,8540048
Q805,P530,Q858,Yemen,15283,Syria,3232984
Q805,P530,Q796,Yemen,15283,Iraq,2799339
Q805,P530,Q878,Yemen,15283,United Arab Emirates,5913374
Q805,P530,Q38,Yemen,15283,Italy,5735507
Q805,P530,Q398,Yemen,15283,Bahrain,2731519
Q805,P530,Q846,Yemen,15283,Qatar,3832140
Q805,P530,Q1016,Yemen,15283,Libya,2393753
Q805,P530,Q43,Yemen,15283,Turkey,8875695
Q805,P530,Q145,Yemen,15283,United Kingdom,13063684
Q805,P530,Q403,Yemen,15283,Serbia,3818932
Q805,P530,Q458,Yemen,15283,European Union,4335778
Q805,P530,Q977,Yemen,15283,Djibouti,1412869
Q805,P530,Q986,Yemen,15283,Eritrea,2369462
Q805,P530,Q1045,Yemen,15283,Somalia,2204057
Q805,P530,Q833,Yemen,15283,Malaysia,5130814
Q805,P530,Q252,Yemen,15283,Indonesia,6515111
Q805,P530,Q865,Yemen,15283,Taiwan,5745108
Q805,P530,Q230,Yemen,15283,Georgia (country),4784504
Q805,P530,Q183,Yemen,15283,Germany,7726006
Q805,P530,Q423,Yemen,15283,North Korea,4232658
Q805,P530,Q28,Yemen,15283,Hungary,3258318
Q805,P1906,Q878256,Yemen,15283,President of Yemen,63884
Q805,P194,Q34665845,Yemen,15283,,
Q805,P2184,Q900498,Yemen,15283,History of Yemen,81748
Q805,P37,Q13955,Yemen,15283,Arabic,1787974
Q805,P1365,Q267584,Yemen,15283,Yemen Arab Republic,186836
Q805,P1365,Q199841,Yemen,15283,South Yemen,299211
Q805,P30,Q48,Yemen,15283,Asia,2762112
Q805,P30,Q15,Yemen,15283,Africa,3197993
Q805,P36,Q2471,Yemen,15283,Sanaa,386382
Q805,P36,Q131694,Yemen,15283,Aden,404682
Q805,P237,Q318966,Yemen,15283,Emblem of Yemen,19894
Q805,P47,Q851,Yemen,15283,Saudi Arabia,6456897
Q805,P47,Q842,Yemen,15283,Oman,2615323
Q805,P910,Q7130834,Yemen,15283,Category:Yemen,2278
Q805,P35,Q57480,Yemen,15283,Abdrabbuh Mansur Hadi,124396
Q805,P35,Q483672,Yemen,15283,Ali Abdullah Saleh,240174
Q805,P35,Q12213376,Yemen,15283,Rashad al-Alimi,167965
Q805,P1304,Q1797039,Yemen,15283,Central Bank of Yemen,6626
Q805,P6,Q6399485,Yemen,15283,Khaled Bahah,6784
Q805,P6,Q57905,Yemen,15283,Mohammed Basindawa,5630
Q805,P6,Q362268,Yemen,15283,Ali Muhammad Mujawar,4169
Q805,P6,Q307338,Yemen,15283,Abdul Qadir Bajamal,3381
Q805,P6,Q4119595,Yemen,15283,Abdul-Karim Al-Iryani,None
Q805,P6,Q5434768,Yemen,15283,Faraj Said Bin Ghanem,1965
Q805,P6,Q2622743,Yemen,15283,Abdul Aziz Abdul Ghani,6611
Q805,P6,Q12240557,Yemen,15283,Muhammad Said al-Attar,2500
Q805,P6,Q1322893,Yemen,15283,Haidar Abu Bakr al-Attas,14137
Q805,P6,Q20385886,Yemen,15283,Ahmed Obaid Bin Dagher,3790
Q805,P6,Q57373157,Yemen,15283,Maeen Abdulmalik Saeed,67201
Q805,P463,Q1065,Yemen,15283,United Nations,3806953
Q805,P463,Q7172,Yemen,15283,Arab League,970924
Q805,P463,Q47543,Yemen,15283,Organisation of Islamic Cooperation,613432
Q805,P463,Q191384,Yemen,15283,International Bank for Reconstruction and Development,150142
Q805,P463,Q827525,Yemen,15283,International Development Association,115410
Q805,P463,Q656801,Yemen,15283,International Finance Corporation,243132
Q805,P463,Q1043527,Yemen,15283,Multilateral Investment Guarantee Agency,44597
Q805,P463,Q899770,Yemen,15283,International Centre for Settlement of Investment Disputes,70532
Q805,P463,Q384535,Yemen,15283,United Nations–African Union Mission in Darfur,21364
Q805,P463,Q1137381,Yemen,15283,Arab Fund for Economic and Social Development,6644
Q805,P463,Q624307,Yemen,15283,Arab Monetary Fund,14393
Q805,P463,Q8475,Yemen,15283,Interpol,836685
Q805,P463,Q842490,Yemen,15283,Organisation for the Prohibition of Chemical Weapons,70712
Q805,P463,Q7809,Yemen,15283,UNESCO,1546323
Q805,P463,Q17495,Yemen,15283,Universal Postal Union,125562
Q805,P463,Q376150,Yemen,15283,International Telecommunication Union,253938
Q805,P463,Q162656,Yemen,15283,International Civil Defence Organization,6144
Q805,P463,Q170424,Yemen,15283,World Meteorological Organization,178927
Q805,P463,Q7817,Yemen,15283,World Health Organization,1773486
Q805,P463,Q605326,Yemen,15283,World Customs Organization,56776
Q805,P706,Q31945,Yemen,15283,Arabian Peninsula,848371
Q805,P1740,Q30684383,Yemen,15283,Category:Films shot in Yemen,289
Q805,P208,Q28492198,Yemen,15283,,
Q805,P1464,Q8055311,Yemen,15283,,
Q805,P1465,Q7216148,Yemen,15283,Category:Deaths in Yemen,199
Q805,P85,Q203048,Yemen,15283,National anthem of Yemen,14991
Q805,P209,Q12192498,Yemen,15283,,
Q805,P78,Q42842,Yemen,15283,.ye,8754
Q805,P31,Q3624078,Yemen,15283,Sovereign state,771634
Q805,P31,Q6256,Yemen,15283,Country,1107491
Q805,P610,Q1261935,Yemen,15283,Jabal An-Nabi Shu'ayb,19859
Q805,P2238,Q358148,Yemen,15283,Eagle (heraldry),76477
Q805,P1622,Q14565199,Yemen,15283,Right (direction),1018
Q805,P1589,Q58705,Yemen,15283,Arabian Sea,414080
Q805,P421,Q6760,Yemen,15283,UTC+03:00,200
Q805,P421,Q4806272,Yemen,15283,,
Q805,P150,Q275729,Yemen,15283,Aden Governorate,12934
Q805,P150,Q275720,Yemen,15283,'Amran Governorate,7609
Q805,P150,Q241774,Yemen,15283,Abyan Governorate,16714
Q805,P150,Q328187,Yemen,15283,Dhale Governorate,7630
Q805,P150,Q221212,Yemen,15283,Al Bayda Governorate,10692
Q805,P150,Q275755,Yemen,15283,Al Hudaydah Governorate,10727
Q805,P150,Q328128,Yemen,15283,Al Jawf Governorate,12863
Q805,P150,Q275752,Yemen,15283,Al Mahrah Governorate,21918
Q805,P150,Q388280,Yemen,15283,Al Mahwit Governorate,5926
Q805,P150,Q116997223,Yemen,15283,,
Q805,P150,Q328193,Yemen,15283,Dhamar Governorate,8235
Q805,P150,Q241135,Yemen,15283,Hadhramaut Governorate,35252
Q805,P150,Q328158,Yemen,15283,Hajjah Governorate,7438
Q805,P150,Q388274,Yemen,15283,Ibb Governorate,10487
Q805,P150,Q388318,Yemen,15283,Lahij Governorate,11119
Q805,P150,Q498465,Yemen,15283,Marib Governorate,19056
Q805,P150,Q475033,Yemen,15283,Raymah Governorate,6088
Q805,P150,Q275732,Yemen,15283,Saada Governorate,34411
Q805,P150,Q388291,Yemen,15283,Sanaa Governorate,13778
Q805,P150,Q328180,Yemen,15283,Shabwah Governorate,16886
Q805,P150,Q388330,Yemen,15283,Taiz governorate,None
Q805,P150,Q15728745,Yemen,15283,Socotra Governorate,43174
Q805,P163,Q162699,Yemen,15283,Flag of Yemen,101767
Q805,P1343,Q602358,Yemen,15283,Brockhaus and Efron Encyclopedic Dictionary,11830
Q805,P1343,Q19180675,Yemen,15283,,
Q805,P1343,Q4173137,Yemen,15283,,
Q805,P1343,Q2041543,Yemen,15283,,
Q805,P1343,Q2617708,Yemen,15283,Encyclopaedia of the Qurʾān,6191
Q805,P1343,Q867541,Yemen,15283,Encyclopædia Britannica Eleventh Edition,178970
Q805,P2936,Q56467,Yemen,15283,Modern Standard Arabic,558855
Q805,P2936,Q56578,Yemen,15283,Sanʽani Arabic,7204
Q805,P2936,Q1686766,Yemen,15283,Yemeni Arabic,37398
Q805,P2936,Q3510366,Yemen,15283,Hadhrami Arabic,14965
Q805,P2936,Q16911222,Yemen,15283,Razihi language,12597
Q805,P2936,Q56579,Yemen,15283,Taʽizzi-Adeni Arabic,10414
Q805,P2936,Q56596,Yemen,15283,Judeo-Yemeni Arabic,16331
Q805,P2936,Q13283,Yemen,15283,Soqotri language,38661
Q805,P2936,Q13361,Yemen,15283,Mehri language,41831
Q805,P2936,Q33299,Yemen,15283,Hobyót language,8809
Q805,P361,Q7204,Yemen,15283,Middle East,2550620
Q805,P361,Q27293,Yemen,15283,West Asia,470900
Q805,P2596,Q167089,Yemen,15283,Culture of Yemen,14177
Q805,P7867,Q84054592,Yemen,15283,,
Q805,P8402,Q97062754,Yemen,15283,,
Q805,P8744,Q2917974,Yemen,15283,Economy of Yemen,52485
Q805,P9241,Q770374,Yemen,15283,Demographics of Yemen,68034
Q805,P3075,Q432,Yemen,15283,Islam,4064325
Q805,P9929,Q82245,Yemen,15283,Shafi'i school,107300
Q805,P9929,Q144333,Yemen,15283,Zaydism,172376
Q805,P1424,Q10584042,Yemen,15283,,
Q805,P5008,Q6173448,Yemen,15283,Wikipedia:Vital articles/Level/4,None
Q805,P206,Q23406,Yemen,15283,Red Sea,1013489
Q805,P206,Q58705,Yemen,15283,Arabian Sea,414080
Q184634,P21,Q6581072,Boudica,14662,Female (gender),2194
Q184634,P31,Q5,Boudica,14662,Human,3666034
Q184634,P26,Q378816,Boudica,14662,Prasutagus,57141
Q184634,P1196,Q10737,Boudica,14662,Suicide,1610326
Q184634,P106,Q1402561,Boudica,14662,,
Q184634,P106,Q1097498,Boudica,14662,,
Q184634,P106,Q19643,Boudica,14662,Queen regnant,324791
Q184634,P106,Q1397808,Boudica,14662,,
Q184634,P910,Q16780525,Boudica,14662,Category:Boudica,969
Q184634,P1343,Q15987216,Boudica,14662,,
Q184634,P1343,Q1138524,Boudica,14662,Realencyclopädie der classischen Altertumswissenschaft,11374
Q184634,P1343,Q3181656,Boudica,14662,The Nuttall Encyclopædia,9349
Q184634,P1343,Q30059240,Boudica,14662,,
Q184634,P1343,Q114693785,Boudica,14662,,
Q184634,P1343,Q867541,Boudica,14662,Encyclopædia Britannica Eleventh Edition,178970
Q184634,P1343,Q103843006,Boudica,14662,,
Q184634,P1343,Q20096917,Boudica,14662,,
Q184634,P1343,Q124350773,Boudica,14662,,
Q184634,P1884,Q152357,Boudica,14662,Red hair,853145
Q184634,P509,Q114953,Boudica,14662,,
Q184634,P20,Q185103,Boudica,14662,Roman Britain,545157
Q184634,P39,Q16511993,Boudica,14662,,
Q184634,P5008,Q85319493,Boudica,14662,,
Q184634,P5008,Q6173448,Boudica,14662,Wikipedia:Vital articles/Level/4,None
Q184634,P19,Q185103,Boudica,14662,Roman Britain,545157
Q184634,P607,Q56324566,Boudica,14662,Boudican revolt,124880
Q184634,P1441,Q2385,Boudica,14662,Civilization V,149080
Q854353,P1995,Q120569,Enteritis,14931,Gastroenterology,315027
Q854353,P279,Q2970970,Enteritis,14931,Intestinal infectious diseases,4189
Q854353,P279,Q101991,Enteritis,14931,Inflammation,533782
Q854353,P279,Q54926352,Enteritis,14931,,
Q854353,P2176,Q421713,Enteritis,14931,Ceftriaxone,301212
Q854353,P1343,Q4532138,Enteritis,14931,Granat Encyclopedic Dictionary,1775
Q854353,P31,Q112965645,Enteritis,14931,Signs and symptoms,302987
Q854353,P2293,Q14912589,Enteritis,14931,,
Q114889877,P31,Q11424,Fighter (2024 film),14720,Film,2289880
Q114889877,P495,Q668,Fighter (2024 film),14720,India,367139855
Q114889877,P57,Q684474,Fighter (2024 film),14720,Siddharth Anand,1557133
Q114889877,P462,Q22006653,Fighter (2024 film),14720,,
Q114889877,P161,Q233619,Fighter (2024 film),14720,Hrithik Roshan,3474010
Q114889877,P161,Q159178,Fighter (2024 film),14720,Deepika Padukone,5147713
Q114889877,P161,Q313956,Fighter (2024 film),14720,Anil Kapoor,1892845
